date,symbol,industry,sector,cmp,marketCap,priceToEarnings,priceToBook,priceToSales,priceToCashflow,enterpriseToEbitda,dividendYield,returnOnEquity,debtToEquity,returnOnCapitalEmployed,priceToEarningsGrowth,return12M,return6M,return3M,return1M
2024-06-28,GSFC,Agricultural Inputs,Basic Materials,242.4,9660,17.12,0.76,1.06,-36.03,10.13,4.12,4.43,0,2.4,-0.31,49.54,0.41,23.89,11.19
2024-06-28,RAJESHEXPO,Luxury Goods,Consumer Cyclical,282.1,8330,24.72,0.55,0.03,26.35,12.95,0,2.2,0.04,1.72,-0.32,-47.99,-23.04,7.04,-5.97
2024-06-28,QUESS,Staffing & Employment Services,Industrials,601.95,8940,32.17,3.19,0.47,16.89,13.35,0.66,9.93,0.3,11.31,1.32,35.32,15.11,15.67,0.47
2024-06-28,VARROC,Auto Parts,Consumer Cyclical,650.95,9946,18.91,6.64,1.32,15.58,13.71,0.05,35.14,0.93,17.58,-0.12,93.25,17.46,29.2,20.41
2024-06-28,TMB,Banks - Regional,Financial Services,471.3,7464,6.96,0.94,2.67,-12.22,1.25,1.06,13.53,0.16,2.4,-13.14,7.73,-6.57,-2.94,1.15
2024-06-28,MANINFRA,Engineering & Construction,Industrials,196.12,7281,24.33,4.98,5.76,12.72,16.31,0.83,20.53,0.09,19.74,1.54,70.39,-9.5,-4.03,2.01
2024-06-28,EASEMYTRIP,Travel Services,Consumer Cyclical,41.2,7301,70.81,12.08,12.36,58.82,46.46,0.24,17.06,0.03,31.21,-2.9,-1.79,2.11,-3.74,-4.85
2024-06-28,VIPIND,Footwear & Accessories,Consumer Cyclical,485.05,6886,126.98,10.16,3.07,-52.28,33.38,0.42,8.01,1.29,9.63,-1.97,-20.45,-18.84,-7.7,-3.1
2024-06-28,IONEXCHANG,Pollution & Treatment Controls,Industrials,574.5,7063,34.75,6.94,3.01,54.35,22.2,0.22,19.26,0.15,19.79,-94.53,37.06,2.19,13.39,9.61
2024-06-28,RESPONIND,Specialty Chemicals,Basic Materials,322.85,8608,53.36,7.57,7.92,38.12,33.71,0.03,14.18,0.19,15.03,0.09,94.9,5.32,16.26,4.09
2024-06-28,MIDHANI,Steel,Basic Materials,459.75,8613,93.84,6.53,8.35,39.94,40.2,0.67,6.96,0.33,6.37,-2.27,62.34,9.95,16.61,2.99
2024-06-28,EMIL,Internet Retail,Consumer Cyclical,229.41,8827,47.98,6.44,1.4,55.23,22.44,0,13.43,1.15,15.09,1.51,171.97,12.24,19.77,13.26
2024-06-28,GAEL,Packaged Foods,Consumer Defensive,136.25,6250,18.07,2.26,1.27,29.32,10.96,0.26,12.49,0.07,11.19,3.82,13.54,-25.76,-14.76,-4.99
2024-06-28,BALRAMCHIN,Confectioners,Consumer Defensive,429.7,8670,16.22,2.55,1.55,48.75,10.76,0.7,15.72,0.59,15.63,0.18,12.65,4.69,18.72,12
2024-06-28,STAR,Drug Manufacturers - Specialty & Generic,Healthcare,948.85,8720,-123.49,4.1,2.15,12.44,22.33,0.16,-3.32,1.18,17.65,1.88,121.15,46.15,20.92,12.28
2024-06-28,JUBLINGREA,Specialty Chemicals,Basic Materials,518.85,8198,44.82,2.99,2,19.06,19.41,0.96,6.68,0.27,8.27,-1.12,22.79,2.02,14.61,3.72
2024-06-28,SARDAEN,Steel,Basic Materials,232.58,8196,15.67,2.11,2.14,10.89,9.52,0.64,13.45,0.35,11.56,-1.24,63.17,-8.16,14.66,0.47
2024-06-28,JMFINANCIL,Capital Markets,Financial Services,87.56,8368,20.42,0.99,3.11,2.3,9.52,1.04,4.83,1.91,1.2,-0.65,21.36,-10.93,17.22,7.97
2024-06-28,SOUTHBANK,Banks - Regional,Financial Services,26.94,7048,5.29,0.8,1.45,1,0.14,0.89,12.12,0.44,1.6,0.12,51.35,0.9,-1.14,-0.41
2024-06-28,HEG,Electrical Equipment & Parts,Industrials,2163.35,8350,26.79,1.89,3.49,13.64,14.59,1.96,7.04,0.14,7.71,-0.65,35.94,13.36,17.32,-4.87
2024-06-28,CHEMPLASTS,Chemicals,Basic Materials,533.5,8436,-53.24,4.96,2.15,-34.44,87.09,0,-9.32,0.91,-3.54,0.26,20.25,6.71,18.56,11.08
2024-06-28,ARVIND,Textile Manufacturing,Consumer Cyclical,370.05,9682,28.78,2.73,1.25,13.9,12.69,1.59,9.5,0.41,13.93,-1.69,177.19,41.54,36.83,-1.97
2024-06-28,RCF,Agricultural Inputs,Basic Materials,193.19,10659,47.31,2.31,0.63,-25.24,19.2,1.91,4.89,0.72,4.59,-0.62,75.31,21.12,50.64,20.74
2024-06-28,NAVA,Conglomerates,Industrials,746.2,10828,11.47,1.57,2.84,3.41,6.61,0.8,13.66,0.06,15.53,6.61,132.32,70.27,53.65,49.36
2024-06-28,ALLCARGO,Integrated Freight & Logistics,Industrials,60.5,5946,39.8,2.36,0.45,-40.8,10.48,0,5.94,0.73,1.74,-0.52,-14.8,-24.78,-15.5,-11.94
2024-06-28,ICIL,Textile Manufacturing,Consumer Cyclical,389.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.18,0.46,19.95,NaN,82.21,26.57,10.04,10.32
2024-06-28,IWEL,Specialty Industrial Machinery,Industrials,6786.2,8176,-87.63,4.41,4.68,-52.87,30.89,0,-3.64,1.12,3.92,1,210.31,26.57,16.88,-8.24
2024-06-28,KNRCON,Engineering & Construction,Industrials,348.7,9807,12.61,2.76,2.21,-31.07,8.67,0.07,21.87,0.36,18.95,0.18,44.69,35.97,41.58,24.56
2024-06-28,FDC,Drug Manufacturers - Specialty & Generic,Healthcare,462.05,7523,24.87,3.59,3.87,34.07,17.07,0,14.55,0.01,13.84,0.42,47.64,16.55,8.74,-0.66
2024-06-28,RELIGARE,Insurance - Life,Financial Services,239.14,7885,33.85,3.37,1.56,5.26,14.56,0,9.94,0.19,3.68,-0.37,33.64,12.14,14.28,13.58
2024-06-28,GRAVITA,Metal Fabrication,Industrials,1476.2,10044,42.32,11.99,3.18,236.88,29.46,0.29,28.56,0.65,22.09,2.44,143.04,34.67,47.8,31.12
2024-06-28,RUSTOMJEE,Real Estate - Development,Real Estate,673.95,7676,68.63,4.27,3.45,41.85,44.15,0,6.24,0.61,3.88,2.45,19.36,5.27,11.41,-2.22
2024-06-28,MARKSANS,Drug Manufacturers - General,Healthcare,159.04,7105,22.98,3.44,3.26,30.83,13.68,0.32,15.19,0.12,16.77,2.89,72.12,-1.28,4.7,-6.2
2024-06-28,NIITMTS,Education & Training Services,Consumer Defensive,445.15,6027,29.25,6.17,3.88,21.62,15.1,0.56,21.82,0.14,36.29,4.44,-9999999999,1.57,-12.15,2.13
2024-06-28,AHLUCONT,Engineering & Construction,Industrials,1246.7,8352,22.28,5.22,2.17,32.44,13.11,0.03,23.43,0.07,16.24,0.24,103.28,60.76,22.06,-8.4
2024-06-28,JUSTDIAL,Internet Content & Information,Communication Services,1027.85,8741,24.09,2.17,8.38,33.74,16.87,0,9.02,0.02,4.01,0.2,37.55,28.13,27.98,9.34
2024-06-28,TRIVENI,Confectioners,Consumer Defensive,396.05,8670,21.94,2.99,1.66,86.48,14.55,1.96,13.62,0.49,15.71,-0.29,41.65,14.9,27.31,17
2024-06-28,TVSSCS,Integrated Freight & Logistics,Industrials,181.47,,,,,,,,,,,,-9999999999,-8.44,17.53,4.29
2024-06-28,GARFIBRES,Textile Manufacturing,Consumer Cyclical,3846.15,7838,37.65,6.35,5.91,35.82,24.81,0.09,16.87,0.1,19.08,1.71,24.02,14.26,15.67,4.03
2024-06-28,VESUVIUS,Specialty Industrial Machinery,Industrials,5034.1,,,,,,,,,,,,120.28,40.17,51.77,-2.17
2024-06-28,SAREGAMA,Entertainment,Communication Services,555.45,10682,54.08,7.27,13.3,114.55,34.26,0.72,13.45,0,12.11,8.14,37.35,49.84,59.91,12.34
2024-06-28,DBL,Engineering & Construction,Industrials,524.45,7669,39.52,1.75,0.64,7.1,7.7,0.02,4.44,1.66,10.58,0,120.45,36.33,14.78,29.21
2024-06-28,INDIASHLTR,Mortgage Finance,Financial Services,711.55,7618,28.26,3.31,11.17,-6.18,32.99,0,10.77,1.49,3.29,0.38,-9999999999,25.13,14.07,21.74
2024-06-28,BLUEJET,Biotechnology,Healthcare,404,7009,42.8,8.29,9.85,29.05,28.06,0,19.37,0,23.58,18.39,-9999999999,9.75,5.51,7.65
2024-06-28,BALAMINES,Specialty Chemicals,Basic Materials,2289.55,7419,36.22,4.31,4.52,33.78,22.57,0.44,11.9,0.01,13.94,-0.98,-1.78,-14.2,11.94,6.43
2024-06-28,ISGEC,Specialty Industrial Machinery,Industrials,1245,9155,37.57,3.63,1.47,12.45,19.16,0.28,9.66,0.32,11.73,1.56,84.57,26.86,38.66,6.05
2024-06-28,AVANTIFEED,Packaged Foods,Consumer Defensive,597.55,8142,22.8,3.44,1.52,30.96,14.6,1.04,15.1,0.01,14.62,0.81,53.14,42.26,23.4,17.3
2024-06-28,INDIACEM,Building Materials,Basic Materials,293.57,9098,-40.02,1.63,1.78,26.45,59.87,0,-4.08,0.47,-1.6,-0.51,36.96,13.39,38.22,37.79
2024-06-28,BECTORFOOD,Packaged Foods,Consumer Defensive,1375.05,8088,57.62,12.2,4.98,52.72,31.83,0.22,21.17,0.37,21.16,1.03,70.16,22.99,23.36,12.24
2024-06-28,CAMPUS,Footwear & Accessories,Consumer Cyclical,291.65,8903,99.54,13.66,6.15,33.66,42.07,0,13.72,0.27,70.62,-4.2,-6.78,4.18,35.97,-1.5
2024-06-28,LTFOODS,Packaged Foods,Consumer Defensive,256.24,8899,15,2.64,1.14,11.76,9.46,0.39,17.6,0.27,19.98,0.41,-9999999999,26.1,36.55,22.87
2024-06-28,VIJAYA,Diagnostics & Research,Healthcare,748.9,7665,64.5,11.66,13.99,41.81,33.08,0.13,18.08,0.39,18.01,1.59,52.11,10.83,17.64,-7.61
2024-06-28,GOCOLORS,Apparel Retail,Consumer Cyclical,1016.55,5491,66.33,9.09,7.2,25.11,22.67,0,13.71,0.78,13.17,-2791.51,-9.99,-18.79,-15.65,3.9
2024-06-28,BORORENEW,Building Materials,Basic Materials,504,6580,-140.39,7.54,4.8,95.7,62.8,0,-5.37,0.66,-5.75,0.84,-0.58,14.57,1.26,4.91
2024-06-28,LXCHEM,Specialty Chemicals,Basic Materials,250.64,6913,57.35,3.85,2.41,12.31,24.46,0.19,6.71,0.08,7.7,-8.95,-3.73,-13.66,6.56,3.02
2024-06-28,GREENLAM,"Furnishings, Fixtures & Appliances",Consumer Cyclical,608.1,7758,56.06,7.2,3.36,40.06,27.89,0.25,12.85,1.03,11.28,9.28,32.41,13.96,20.28,3.43
2024-06-28,DEEPAKFERT,Chemicals,Basic Materials,677.2,8549,19.32,1.58,0.99,11.68,8.94,1.48,8.18,0.77,10.86,-0.3,20.67,-0.32,34.34,18.83
2024-06-28,CMSINFO,Specialty Business Services,Industrials,493.55,8034,23.07,4.13,3.55,18.26,12.72,1.41,17.83,0.09,21.32,1.58,33.93,29,26.34,16.07
2024-06-28,KRBL,Packaged Foods,Consumer Defensive,283.65,6493,10.9,1.34,1.21,28.67,7.8,0.36,12.29,0.11,14.46,-0.87,-17.48,-24.38,2.27,3.94
2024-06-28,ETHOSLTD,Luxury Goods,Consumer Cyclical,2811.65,6884,82.63,7.79,6.89,223.37,39.59,0,9.42,0.16,10.31,2.94,105.82,34.61,8.66,17.39
2024-06-28,TEXRAIL,Specialty Industrial Machinery,Industrials,248.4,9923,87.65,3.92,2.83,103.6,30.07,0.05,4.47,0.25,7.9,0.35,219.49,45.14,50.73,21.73
2024-06-28,TCI,Integrated Freight & Logistics,Industrials,904.05,7029,20.06,3.51,1.75,23.48,13.57,0.78,17.51,0.1,12.72,1.94,25.95,9.87,11.39,3.06
2024-06-28,IBREALEST,Real Estate - Development,Real Estate,145.06,7849,-7.56,2.85,18.97,-80.68,-8.11,0,-37.72,0.11,-13.68,-0.11,144.21,66.45,25.11,7.93
2024-06-28,JINDWORLD,Textile Manufacturing,Consumer Cyclical,345.75,6933,91.65,9.64,3.82,1428.92,42.13,0.06,10.52,1.23,15.99,-2.65,10.15,13.96,10.6,4.57
2024-06-28,EMUDHRA,Software - Application,Technology,856.45,7093,90.15,10.81,19.01,97.8,59.68,0.13,11.44,0.01,13.16,4.85,108.38,89.69,13.15,14.66
2024-06-28,PDSL,Specialty Business Services,Industrials,550.3,7250,51.1,6.21,0.7,38.25,20.95,0.74,12.36,0.9,21.36,-1.11,57.43,-0.16,16.24,28.19
2024-06-28,GANESHHOUC,Real Estate - Development,Real Estate,950.65,7928,17.21,5.11,8.89,12.43,12.51,0.25,29.72,0.02,39.12,0.05,151.99,128.22,28.37,24.49
2024-06-28,CSBBANK,Banks - Regional,Financial Services,378.15,6389,11.27,1.68,3.1,3.58,2.2,0,14.9,0.46,2.28,1.78,35.01,-9.67,6.67,13.18
2024-06-28,SHAREINDIA,Capital Markets,Financial Services,299.65,1143,2.74,0.65,2.76,-3.68,1.65,3.61,24.35,0.23,25.67,0.12,14.85,-19.32,-6.68,-2.23
2024-06-28,IFBIND,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1637.6,6636,131.76,9.25,1.5,18.93,32.24,0,7.02,0.23,9.96,0.56,100.01,74.31,8.74,29.41
2024-06-28,PRINCEPIPE,Building Products & Equipment,Industrials,674.3,7456,40.84,4.83,2.9,226.61,21.99,0,11.82,0.08,13.43,0.81,1.95,-9.22,22.77,9.8
2024-06-28,VAIBHAVGBL,Luxury Goods,Consumer Cyclical,308.6,5109,39.94,4.06,1.68,18.45,18.27,1.99,10.17,0.17,12.83,1.75,0,-22.24,-15.29,-10.59
2024-06-28,ARVINDFASN,Apparel Manufacturing,Consumer Cyclical,515.5,6856,85.21,6.83,1.61,15.79,14.78,0.19,8.04,1.14,14.86,0.71,48,25.69,13.76,14.54
2024-06-28,EDELWEISS,Capital Markets,Financial Services,65.2,5861,13.93,1.23,0.86,2.03,7.06,2.39,8.83,4.27,2.74,0.63,31.19,-16.25,2.6,-15.82
2024-06-28,SENCO,Luxury Goods,Consumer Cyclical,1147.65,8918,49.27,6.53,1.7,-30.35,25.52,0.1,13.26,1.29,19.58,3.48,-9999999999,64.74,48.74,29.59
2024-06-28,SPANDANA,Credit Services,Financial Services,706.35,5037,10.06,1.38,2.25,-1.86,18.91,0,13.74,2.59,4.91,0,1.25,-37.42,-15.97,-10.2
2024-06-28,INDIGOPNTS,Specialty Chemicals,Basic Materials,1373,6539,44.38,7.25,5.01,43.3,26.03,0.25,16.33,0.02,18.95,3.76,-3.65,-7.88,9.26,0.28
2024-06-28,GENUSPOWER,Electrical Equipment & Parts,Industrials,310.05,8564,86.36,5.45,7.13,-56.36,44.03,0.2,5.52,0.37,6.39,0.46,168.67,33.64,34.63,-2.41
2024-06-28,SYMPHONY,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1174.9,8102,54.83,10.82,7.01,50.32,37.93,0.52,19.76,0.23,17.05,1.91,30.6,34.12,38.62,8.32
2024-06-28,HGINFRA,Engineering & Construction,Industrials,1763.35,11492,21.34,4.68,2.14,-36.99,11.74,0.07,21.94,0.62,25.07,2.32,106.05,108.05,94.01,19.62
2024-06-28,TIPSINDLTD,Entertainment,Communication Services,408.3,5244,41.23,29.21,21.71,22.51,30.09,1.59,70.85,0.03,61.26,0.61,55.42,19.42,-11.36,-5.72
2024-06-28,SIS,Security & Protection Services,Industrials,450.9,6498,34.19,2.69,0.53,16.47,12.8,0,7.87,0.69,14,-0.77,10.42,-0.75,10.18,8.32
2024-06-28,MSTCLTD,Conglomerates,Industrials,857.3,6036,29.53,6.79,8.04,-19.34,16.21,1.6,22.99,0.16,24.01,-1.9,151.33,28.11,3.08,-6.54
2024-06-28,NESCO,Conglomerates,Industrials,923.5,6507,17.94,2.83,9.59,17.33,12.21,0.49,15.8,0,14.88,0.72,51.94,4.62,11.16,5.68
2024-06-28,SANGHVIMOV,Rental & Leasing Services,Industrials,1062.85,4601,24.48,4.55,7.44,15.11,11.88,0.38,18.57,0.29,20.4,0.36,124.16,29.93,-21.39,-4.01
2024-06-28,SANDUMA,Steel,Basic Materials,542.65,8793,36.72,4.07,7.02,57.43,22.05,0.15,11.09,0.06,11.41,-2.96,-9999999999,12.07,50.99,1.86
2024-06-28,UJJIVAN,,,591,,,,,,,,,,,,-9999999999,-9999999999,-9999999999,0
2024-06-28,ITDCEM,Engineering & Construction,Industrials,525.65,9031,32.99,6.05,1.17,12.82,11.52,0.14,18.33,0.6,31.51,0.27,216.56,84.02,57.38,33.97
2024-06-28,CYIENTDLM,Electronic Components,Technology,747.25,5927,96.84,6.52,4.97,-84.01,43.77,0,6.73,0.21,8.34,1.04,-9999999999,10.74,3.73,12.82
2024-06-28,EPL,Packaging & Containers,Consumer Cyclical,198.05,6304,29.57,3.01,1.61,10.75,9.74,2.17,10.19,0.44,14,-4.68,-10.38,-1.91,10.46,9.12
2024-06-28,SUPRAJIT,Auto Parts,Consumer Cyclical,510.85,7074,42.29,5.19,2.44,28.38,20.02,0.44,12.28,0.52,13,4.22,30.44,25.65,23.95,23.99
2024-06-28,SUNTECK,Real Estate - Development,Real Estate,559.25,8193,115.5,2.62,14.5,75.16,49.22,0.26,2.27,0.12,3.16,0.02,98.49,25.52,43.58,16.21
2024-06-28,HEMIPROP,Real Estate - Diversified,Real Estate,188.35,5368,-546.72,15.08,10267.74,-941.54,-934.27,0,-2.76,0.17,-3.22,-10.98,84.3,22.94,-5.8,-4.49
2024-06-28,MOIL,Other Industrial Metals & Mining,Basic Materials,494.35,10060,34.28,4.1,6.94,39.7,18.86,0.85,11.96,0,11.59,2,205.44,59.98,77.47,0.68
2024-06-28,TIMETECHNO,Packaging & Containers,Consumer Cyclical,322.4,7317,23.58,2.87,1.47,18.01,11.51,0.4,12.16,0.32,17.46,0.56,160.42,82.46,29.14,18.44
2024-06-28,ASTRAMICRO,Communication Equipment,Technology,949.25,9013,73.81,9.33,9.92,-49.65,42.66,0.17,12.53,0.25,16.02,1.24,158.83,57.4,59.15,8.75
2024-06-28,TRIL,Electrical Equipment & Parts,Industrials,722.85,10306,223.1,18.59,8.13,353.61,86.48,0.02,8.03,0.46,19.47,40.29,646.75,212.45,82.7,7.93
2024-06-28,WONDERLA,Leisure,Consumer Cyclical,914,5171,32.73,4.72,10.7,29.1,20.57,0.27,14.43,0.01,15.98,5.42,56.59,8.42,-8.02,7.75
2024-06-28,ASKAUTOLTD,Auto Parts,Consumer Cyclical,362.65,7150,41.16,8.75,2.39,23.57,22.85,0,21.28,0.42,20.27,1,-9999999999,24.84,27.42,19.14
2024-06-28,LLOYDSENGG,Specialty Industrial Machinery,Industrials,70.85,8094,97.05,19.68,12.97,-179.93,74.18,0.13,19.42,0.18,22.46,0.94,-9999999999,71.14,44.44,14.46
2024-06-28,GMMPFAUDLR,Specialty Industrial Machinery,Industrials,1319.45,5932,33.16,6.13,1.72,20.89,12.99,0.15,18.49,0.94,16.47,4.08,-11.92,-18.14,6.76,3.93
2024-06-28,SURYAROSNI,Steel,Basic Materials,624.6,6773,20.65,3.13,0.87,12.55,11.52,0.72,15.19,0.01,20.05,-10.98,43.12,-19.62,22.9,7.5
2024-06-28,VSTIND,Tobacco,Consumer Defensive,3995.35,6147,20.38,4.91,4.34,36.8,14.15,3.75,24.08,0,24.73,-2.74,15.43,17.28,11.91,-0.39
2024-06-28,PTC,Utilities - Independent Power Producers,Utilities,206,6098,11.44,1.19,0.37,2.49,8.41,4.16,10.37,0.84,12.84,0.58,82.62,8.39,10.78,-8.06
2024-06-28,JKPAPER,Paper & Paper Products,Basic Materials,542.15,9185,9.17,1.81,1.38,6.68,6.18,1.38,22.13,0.43,16.63,-0.57,67.25,33.27,68.13,42.46
2024-06-28,SANSERA,Auto Parts,Consumer Cyclical,1291.2,6923,37.27,5.14,2.46,18.49,16.14,0.19,13.79,0.66,18.19,1.35,50.13,26.72,26.79,26.5
2024-06-28,CHOICEIN,Capital Markets,Financial Services,386.75,7711,59.32,12.21,10.27,-51.99,35.22,0,20.72,0.72,23.61,0.51,108.1,68.06,41.46,12.97
2024-06-28,AURIONPRO,Software - Infrastructure,Technology,1364.4,3373,23.42,3.63,3.8,20.61,15.98,0.18,15.16,0.09,17.45,0.64,175.5,25.36,24.23,31.09
2024-06-28,PAISALO,Credit Services,Financial Services,74.3,6673,19.2,5.02,17.17,-11.71,18.1,0.07,13.46,2,6.12,0.23,193.33,61,22.61,16.28
2024-06-28,ITDC,Lodging,Consumer Cyclical,831.2,7130,101.36,18.32,13.4,168.41,60.12,0.26,18.08,0,23.54,3.68,156.98,84.24,31.61,27.49
2024-06-28,HNDFDS,Packaged Foods,Consumer Defensive,536.05,6142,66.03,9.51,2.23,70.83,29.83,0,14.4,1.13,13.5,2.3,-0.04,-4.35,13.45,8.11
2024-06-28,PARADEEP,Agricultural Inputs,Basic Materials,83.56,6808,68.14,1.91,0.59,4.74,14.96,0.6,2.8,1.13,9.86,-0.99,34.02,23.15,25.84,18.86
2024-06-28,KESORAMIND,Building Materials,Basic Materials,209.99,6524,-16.99,68.8,1.64,31.73,24.77,0,-405.07,23.94,9.27,-0.21,234.38,19.14,22.69,14.5
2024-06-28,HCC,Engineering & Construction,Industrials,47.66,7512,15.08,-44.59,1.07,82.84,5.68,0,-283.81,-13.19,17.93,-0.01,135.94,66.64,50.82,25.92
2024-06-28,ORCHPHARMA,Drug Manufacturers - Specialty & Generic,Healthcare,1138.95,5777,62.68,4.94,7.05,45.85,42.62,0,7.88,0.12,17.93,1.04,129.74,59.85,9.01,10.75
2024-06-28,JAMNAAUTO,Auto Parts,Consumer Cyclical,123.41,4924,24.01,5.45,2.03,54.71,15.11,1.78,22.74,0.19,30.58,1.09,21.65,10.48,-6.68,-1.39
2024-06-28,ICRA,Financial Data & Stock Exchanges,Financial Services,5834.55,5613,37.15,5.75,12.58,52.45,25.22,2.25,15.47,0.01,13.06,3.17,10.38,2.01,7.17,10.23
2024-06-28,RSYSTEMS,Information Technology Services,Technology,536.35,,,,,,,,,,,,30.91,-2.32,21.46,20.73
2024-06-28,PRUDENT,Asset Management,Financial Services,1899.25,7865,56.68,16.34,9.84,52.57,36.97,0.08,28.83,0.04,29.44,3,105.81,57.89,51.36,13.01
2024-06-28,MTARTECH,Specialty Industrial Machinery,Industrials,1858.25,5716,101.86,8.45,9.84,99.59,49.51,0,8.3,0.28,11.19,-2.23,-3.2,-15.85,10.36,1.11
2024-06-28,UTKARSHBNK,Banks - Regional,Financial Services,51.22,5632,10.78,1.89,2.46,5.68,2.28,0,16.74,0.67,4.25,0.38,-9999999999,-4.88,8.98,-1.69
2024-06-28,RAIN,Chemicals,Basic Materials,160.8,,,,,,,,,,,,-0.8,4.21,6.7,-4.11
2024-06-28,DYNAMATECH,Auto Parts,Consumer Cyclical,7346.25,4990,40.95,7.47,3.49,51.26,20.88,0.16,18.24,0.88,9.35,0.25,99.15,43.68,-1.49,-6.05
2024-06-28,JAICORPLTD,Specialty Chemicals,Basic Materials,381.9,6815,129.9,4.59,14.72,166.22,81.04,0.13,3.53,0,2.43,-0.27,128.2,-1.69,35.02,29.41
2024-06-28,RBA,Restaurants,Consumer Cyclical,99.38,4933,-22.59,7.87,2.02,14.25,22.66,0,-34.78,2.28,-5.53,12.65,-8.41,-11.11,-1.85,-1.02
2024-06-28,GATEWAY,Integrated Freight & Logistics,Industrials,102.53,5123,20.03,2.65,3.33,15.94,14.14,1.95,13.26,0.26,12.13,3,42.21,-1.22,2.27,-0.31
2024-06-28,PURVA,Real Estate - Development,Real Estate,495.45,11750,279.92,6.24,5.38,13.11,26.69,1.27,2.24,1.77,17.32,-7.61,435.62,165.09,136.21,23.54
2024-06-28,GUJALKALI,Chemicals,Basic Materials,770.3,5657,-23.89,0.93,1.49,84.91,49.76,3.07,-3.9,0.09,-3.32,0.15,12.82,-0.83,14.38,-0.88
2024-06-28,NAZARA,Electronic Gaming & Multimedia,Communication Services,869.1,6653,106.51,3.33,5.84,73.27,42.35,0,2.83,0.01,2.56,2.89,24.83,1.45,29.44,25.63
2024-06-28,RALLIS,Agricultural Inputs,Basic Materials,311.85,6065,40.98,3.32,2.29,22.54,18.81,0.81,8.09,0.07,9.92,0.67,60.29,24.81,24.49,19.92
2024-06-28,VRLLOG,Trucking,Industrials,563.55,4930,55.47,5.21,1.71,11.63,14.34,0.89,9.39,1.1,9.7,-0.77,-20.37,-26.85,2.4,0.14
2024-06-28,GABRIEL,Auto Parts,Consumer Cyclical,484.1,6954,38.9,6.94,2.04,39.38,22.33,0.65,17.84,0.07,21.65,1.11,153.06,23.15,45.01,30.8
2024-06-28,DODLA,Food Distribution,Consumer Defensive,1014.95,6039,36.57,5.3,1.93,-8480.64,18.91,0,14.64,0.04,18,1.01,72.07,15.57,26.37,18.46
2024-06-28,JKIL,Engineering & Construction,Industrials,830.75,6286,19.01,2.38,1.29,18.56,9.22,0.42,12.51,0.22,18.21,0.93,177.15,43.9,31.65,25.61
2024-06-28,ROLEXRINGS,Metal Fabrication,Industrials,2497.7,6803,43.59,7.57,5.57,30.72,27.76,0,17.37,0.02,21.82,-2.05,15.89,-0.89,42.85,1.45
2024-06-28,WABAG,Engineering & Construction,Industrials,1280.9,7966,32.44,4.38,2.79,59.67,19.31,0,13.5,0.16,15.18,0.06,167.02,104.03,67.78,32.13
2024-06-28,PRICOLLTD,Auto Parts,Consumer Cyclical,492.05,5998,42.65,7.09,2.72,23.54,20.77,0,16.64,0.07,20.99,3.34,116.33,29.54,26.36,11.8
2024-06-28,HCG,Medical Care Facilities,Healthcare,380,5294,110.79,6.41,2.77,18.6,17.6,0,5.83,1.54,7.9,1.75,20.71,3.97,12.48,5.07
2024-06-28,AGI,Packaging & Containers,Consumer Cyclical,704.25,4557,18.13,2.51,1.88,7.74,8.4,0.71,13.85,0.34,15.61,-4.61,22.37,-14.75,-3.06,6.92
2024-06-28,DBCORP,Publishing,Communication Services,316.8,5642,13.27,2.54,2.35,9.75,8.26,2.52,19.16,0.11,21.55,0.09,128.49,18.52,20.32,5
2024-06-28,FUSION,Credit Services,Financial Services,448.75,4516,8.96,1.59,2.12,-3.34,17.34,0,17.74,3.03,6.4,0.55,-18.21,-22.15,-3.13,-1.73
2024-06-28,DHANUKA,Agricultural Inputs,Basic Materials,1685.9,7685,32.14,6.12,4.37,57.15,21.28,0.59,19.04,0.02,22.05,7.67,111.21,59.5,64.34,33.95
2024-06-28,MASFIN,Credit Services,Financial Services,294.2,4825,19.23,2.71,4.22,-3.53,35.3,0.55,14.08,4.17,3.03,0.82,14.24,1.48,3.46,3.08
2024-06-28,SULA,Beverages - Wineries & Distilleries,Consumer Defensive,498.25,4206,45.09,7.65,7.41,34.7,24.14,1.86,16.97,0.59,22.49,5.28,8.48,-0.05,-9.64,2.69
2024-06-28,TDPOWERSYS,Specialty Industrial Machinery,Industrials,355.5,5552,46.9,7.87,5.55,66.09,31.17,0.28,16.07,0,20.53,2.14,59.27,36.7,19.82,6.74
2024-06-28,GALLANTT,Steel,Basic Materials,358,8638,38.33,3.52,2.04,25.09,20,0,9.2,0.19,12.46,0.64,521.53,99.11,86.46,34.56
2024-06-28,JAYNECOIND,Steel,Basic Materials,48.3,4690,22.34,2.07,0.79,6.89,7.61,0,9.28,1.42,14.21,-2.94,105.97,3.09,1.58,4.09
2024-06-28,GULFOILLUB,Specialty Chemicals,Basic Materials,1217.3,5986,19.44,4.62,1.81,17.53,11.55,3.36,23.79,0.28,25.96,0.59,162.26,69.43,29.79,26.79
2024-06-28,SAMHI,Lodging,Consumer Cyclical,191.02,4203,-17.91,4.05,4.39,15.3,28.85,0,-22.59,2.04,5.64,0.57,-9999999999,14.76,-9.64,0.67
